SampleID,Q-001使用している,Q-002使用中のブランド(V),Q3_好きなところ(FA),Q4_嫌いなところ(FA),Q5_他に使用してみたいブランドの有無(V),Q5_2_他に使用してみたいブランド(V),Q6_理由(FA),Q7_年代(V),Q8_婚姻(V),Q9_ファンデーションのタイプ(V),Q10_購入場所(V),Q11_感じていること・要望など(FA)
7956,1,ちふれ,しぜん　肌に優しい,デザイン,ある,資生堂（メーカー）,CMをみたから,20-24歳,既婚（子供なし）,パウダリータイプ,ドラッグストア,はだにあんまり負担をかけないようなもの
7957,1,カバーマーク,厚塗りにならなくて透明感があるのにカバー力がある。,デパートに行かないと買えない。,ない,,,35-39歳,既婚（子供あり）,クリームタイプ,その他,付けないわけにはいかないけど、肌が呼吸できない気がして出来るだけ塗りたくない。
7958,1,その他,重たくならず、ナチュラルな感じがいい,カバー力にかける,ある,CHANEL,カバー力・保湿力にすぐれてそうだから,35-39歳,未婚,リキッドタイプ,デパート,あまりしたくはないのですが、肌をきれいにみせると言う点でしかたなくしてるという感じです。ナチュラルでカバー力に優れてるファンデをさがすのはむずかしいですね。
7959,1,その他,肌にフィットするところ,もう少し白っぽい色があればいいなと思う,ない,,,30-34歳,既婚（子供なし）,リキッドタイプ,ブランド専門のインターネット通信販売,毎日使うものなのでもう少し安くなって欲しい。
7960,1,コーセー（メーカー）,臭いがすくない,色が少ない,ない,,,40-49歳,既婚（子供なし）,パウダリータイプ,ドラッグストア,自分の肌色に合うのがなかなかない
7961,1,その他,色があう,金額が高い,ある,プラウディア,女優のような肌に慣れそう,30-34歳,既婚（子供あり）,リキッドタイプ,ドラッグストア,普段使いできて自然な感じに仕上がるものがあればいい
7962,1,ファンケル,無添加で肌に優しい　落としやすい,特になし,ない,,,30-34歳,既婚（子供なし）,リキッドタイプ,ブランド専門のインターネット通信販売,パウダーはどうしても肌が毛羽立つのでその点が改善されるといいと思う
7963,1,その他,無添加,満足しています。,ある,その他,30代からの化粧品だとの宣伝文句にひかれて・・,30-34歳,未婚,パウダリータイプ,その他,ファンデーションはあまり好きではありません。顔に何かがついている・・という不快感がなくなるようなファンデーションがあればいいのですが。
7964,1,DHC,価格が安いのに、伸びが良い,ありません,ない,,,35-39歳,既婚（子供あり）,パウダリータイプ,コンビニエンスストア,特にありません。
7965,1,その他,伸びが良い。,瓶からとるので、へらでとるのが面倒,ある,資生堂（メーカー）,新しいブランドだし、対象年齢が私と会っているから,30-34歳,既婚（子供あり）,リキッドタイプ,デパート,もっとしみが隠れるようなものを作って欲しい
7966,1,その他,肌にあっている。透明感がでるような気がする。,使い始めたばかりなので、とくに無いです。,ない,,,40-49歳,既婚（子供あり）,リキッドタイプ,インターネット以外の通信販売,脂性なので、さらっとした感じのものを希望しています。
7967,1,DHC,しっとりした使用感,特に無い,ある,その他,美容液なのにファンデーションと言うキャッチフレーズで気になる。,40-49歳,既婚（子供あり）,パウダリータイプ,ブランド専門のインターネット通信販売,素肌に近いものが望ましい。いかにも塗った感じになるのは好きではない。
7968,1,コスメデコルテ,好きなメーカーの商品であること。感想肌なので、リキッドファンデーションを使用しているが、伸びが良い。,特になし。,ない,,,25-29歳,既婚（子供あり）,リキッドタイプ,ドラッグストア,日中、汗をかいてもあまりくずれず、てからない物が好ましい。リキッドタイプは塗るのに時間がかかるので、簡単に塗れるものがあればいいなと思う。
7969,1,ファンケル,かぶれない。つけやすい。,崩れやすい。,ない,,,35-39歳,既婚（子供あり）,パウダリータイプ,その他,敏感肌なので、安心して使えるかぶれにくい物が欲しい。
7970,1,レイシャス,肌がきれいに見える。,特になし。,ある,レヴュー,宣伝している女優さんがとてもきれいにみえたから。,19歳以下,未婚,パウダリータイプ,ドラッグストア,特になし。
7971,1,花王ソフィーナ（メーカー),肌に合っている,ない,ない,,,35-39歳,既婚（子供なし）,パウダリータイプ,ドラッグストア,肌のくすみを隠してくれるので助かる
7972,1,その他,伸びがよくてあまりパサつかないところと、パッケージがクールな感じで気に入っている。,もう黒っぽい肌や黄みの強い肌のためのカラーバリエーションを増やして欲しい。元々地黒の肌でもきれいに見える色が欲しい。,ある,その他,使っている友人からかなり発色がよいと聞いたことと、微妙なカラーバリエーションが豊富なところ、パッケージが可愛いところ。,20-24歳,未婚,リキッドタイプ,ドラッグストア,乾燥肌なのでリキッドファンデーションを使っているが、パウダーのほうが見た目がきれいに仕上がるのでパウダーでも乾燥しないものが欲しい。また、アトピー肌でも安心して使えるファンデーションが安価であれば最高。市販の化粧品は基本的に肌の強い人のものなので、弱い人のためのものがもっと増えて欲しい。特にファンデーションは雰囲気を大きく左右するので、切実です。
7973,1,その他,色が合う,すぐなくなる,ない,,,30-34歳,既婚（子供あり）,パウダリータイプ,ドラッグストア,通販が好きですが、ファンデに関しては色が分からずいつも失敗します。ドラッグストアなどで簡単に試供品を手に取れるほうが購入し安いです。
7974,1,レヴュー,肌がよわいのですが、荒れたりしないところがいいです。,とくにないです。,ない,,,25-29歳,既婚（子供あり）,パウダリータイプ,ドラッグストア,もっと色の種類が増えるとうれしいですね。
7975,1,その他,肌に優しい　金属アレルギー対応,崩れ易い,ある,プラウディア,宣伝でよくみるから,25-29歳,既婚（子供なし）,パウダリータイプ,デパート,肌に優しくて機能的な物が欲しい
7976,1,セザンヌ,価格が安い,くずれやすい,ある,プラウディア,くずれにくそうだから,19歳以下,未婚,クリームタイプ,大型スーパー,肌に優しいファンデが欲しい(しわなど出来にくいもの)
7977,1,DHC,低価格でのびがよく肌に負担がかからない,特になし,ない,,,30-34歳,既婚（子供あり）,リキッドタイプ,インターネット以外の通信販売,潤いを感じる肌になるようなファデーションを使ってみたい
7978,1,資生堂（メーカー）,肌が荒れない,価格が少し高い,ない,,,25-29歳,未婚,リキッドタイプ,デパート,もっとしみが隠れてほしい
7979,1,レヴュー,なめらか。,しっとりしすぎる。,ある,マキアージュ,CMが良さそう。,20-24歳,未婚,パウダリータイプ,ドラッグストア,自分に合った色が見つけにくい。
7980,1,クリニーク,乾燥しない。化粧崩れが汚くない。,カバー力がまったくない。スキンケア力がないと思う。,ある,その他,サンプル使用で、とても良かった。カバー力も優れているし、化粧を取ったあとも肌がつやつやしてる。あと、色があう。,25-29歳,未婚,リキッドタイプ,デパート,色展開をもっと多くして欲しい！スキンケア力のあるファンデーションが欲しい。
7981,1,その他,カバー力がある,特にありません,ある,SK-Ⅱ,知人に薦められたこともあり、評判がいいから。,25-29歳,既婚（子供あり）,リキッドタイプ,ドラッグストア,にきび跡や、しみなどが完璧に隠れて、なおかつうすづきに見えるといい
7982,1,レイシャス,ケースが爽やか。薄くも厚くもやりやすく、様々に対応しやすい。,ファンデーション自体がケースに入れてても乾燥しやすい。乾燥して、ぼろぼろと粉みたいになってしまう。割れやすい。,ある,プラウディア,友達からも良いと聞くし、前一度使った時も、使い勝手が良かったため。,20-24歳,未婚,パウダリータイプ,デパート,パウダータイプのが乾燥して割れて、ぼろぼろになってしまうと、使いにくいので、化粧水や水で再び固めて使用しているが、その時の対応としては良いのか。また、もっと良い方法は無いのか。
7983,1,セルフィット,値段が手頃なところ。肌にスーッとなじむところ。,汗や水に弱いところ。,ある,プラウディア,メイクがうまくできそう気がするから。,30-34歳,既婚（子供あり）,パウダリータイプ,ドラッグストア,自分で色を混ぜて使うタイプのファンデーションがあればいいと思う。
7984,1,プラウディア,化粧ノリがよいケースデザイン,とくになし,ある,マキアージュ,資生堂の新商品だから,30-34歳,既婚（子供あり）,パウダリータイプ,ドラッグストア,ケースを買ったときにパフが2、3個付いているといいと思う
7985,1,その他,保湿感があり、持ちが良い,値段が高い　デザインがあまり好きではない,ある,その他,評判が良い　ノリが良いと聞くから,30-34歳,既婚（子供なし）,パウダリータイプ,ドラッグストア,季節によって、肌の色が変わったり、肌質が変わる為、少量づつ使え、季節によって肌に対応できるセット？少量づつの商品があるといい。
7986,1,セルフィット,値段が安い,崩れやすい,ある,SK-Ⅱ,つきがよく、滑らかな肌になりそう,40-49歳,既婚（子供なし）,パウダリータイプ,ドラッグストア,高くても、崩れにくくて化粧直ししなくてもいいものがほしい。
7987,1,その他,自然な肌の色に仕上がるところ。明るすぎず暗すぎず素な感じでいられるのがいいです,ちょっとノリが良くないかも？特になし,ない,,,30-34歳,既婚（子供なし）,パウダリータイプ,化粧品専門店,ファンデーションのつけ方にいつも気を使います。どうすれば毛穴が目立たないか塗り方も色々ありますね。あまり化粧しているといった雰囲気を出したくないので自然な色のファンデーションが好きです
7988,1,UVホワイト,ＵＶ効果もあって、値段も手頃,残り少なくなってきたらファンデーソョンが粉々になる（かけたりする）,ない,,,40-49歳,既婚（子供なし）,パウダリータイプ,ドラッグストア,カサカサしているところと、あぶらっぽいところ、２つとも対応できるファンデーションがあればいいのにな～
7989,1,レイシャス,きれい,持ちがよくない,ある,その他,外見ががわいいなど,20-24歳,未婚,パウダリータイプ,ドラッグストア,高い
7990,1,レヴュー,つけた時のサラサラ感が持続できる。自然な感じに仕上がる。,特になし。,ある,プラウディア,友人で使っている人が多いから。評判がいいから。,19歳以下,未婚,パウダリータイプ,ドラッグストア,パウダリーでもリキッドでも、もう少し値段が安くなるといいと思う。
7991,1,その他,痒くならないこと。仕上がりが自然。自然なツヤがある。時間が経っても崩れにくい。,カバー力がやや不足している。,ある,マキアージュ,新製品で、よくCMを見かけるので。,35-39歳,既婚（子供なし）,パウダリータイプ,デパート,肌に負担のあるものが多すぎると思う。
7992,1,ルティーナ,下地クリームが気に入って、あわせて買った,よくわからない,ある,マキアージュ,話題の新ブランドだから,35-39歳,既婚（子供あり）,パウダリータイプ,ドラッグストア,できればあまりつけたくない。　つけても使用感がよく、素肌に近い感じのものがよい。
7993,1,オルビス,値段がやすい。,安いだけに、浮いたかんじにすぐなる,ある,花王ソフィーナ（メーカー),以前使用した時に、肌にあっていたので,30-34歳,既婚（子供なし）,パウダリータイプ,インターネット以外の通信販売,金額が手頃で、面倒でなく（リキッドみたいな）ウス好きで、アブラ浮きしなく、長持ちするファンでがほしい
7994,1,その他,肌に合うから,特になし,ない,,,35-39歳,既婚（子供あり）,リキッドタイプ,その他,つけながら、肌の補修をしてくれたらいいな･･･と思います
7995,1,エリクシール,のびが良い。,なし,ない,,,30-34歳,既婚（子供なし）,パウダリータイプ,化粧品専門店,なし
7996,1,マジョリカマジョルカ,防腐剤等が無添加で一回ずつの小分けになっている。,のびがあまりよくない,ある,その他,肌荒れが気になるのでなるべく無添加のものを選びたい。,35-39歳,未婚,リキッドタイプ,ドラッグストア,自分の肌色に合った色を自宅で簡単にテストしたり調合できたりするキットのようなものがあればいいと思います。
7997,1,プラウディア,長年使っているせいもありますが、伸びが良いところです。,暑い時期などにすぐ油浮きしてしまう。,ない,,,30-34歳,既婚（子供あり）,パウダリータイプ,ブランド専門のインターネット通信販売,年のせいかだんだんとくすみが気になってきたので、そうゆうものもカバー出来るような化粧の仕方を覚えたいし、いろいろ試してみたいです。
7998,1,その他,カバー力がある。毛穴が目立たない。くずれにくい。,値段が高い。,ない,,,30-34歳,未婚,クリームタイプ,化粧品専門店,年齢を重ねるにつれて、ノリが悪くなっており、ファンデーションではなかなか隠れない、しみ・そばかす・くすみがある。
7999,1,レヴュー,カバ－力があるところ。自分の肌の色に一番近い色味があるところ,悪いところは、特にありません,ない,,,35-39歳,既婚（子供あり）,リキッドタイプ,ドラッグストア,ファンデ－ションは年々、進歩していて毎シ－ズン楽しみです。化粧水や乳液みたいに、各メ－カ－のサンプルが手に入ればいいのに、思います。
8000,1,ファインフィット,安い、自分に合っている。使い易い。近くのスーパーに売っている。,特になし。,ない,,,50-59歳,既婚（子供あり）,パウダリータイプ,大型スーパー,色が少ない。もう少したくさんの色があればいい。
8001,1,アーティストリー,品質とか体の事を考えて作ってあるところ。,リキッドタイプなのですが、つけた後ザラザラした手触りと、伸びがわるい。,ある,その他,なんかＨＰとか見てたら良さそうだったから。,30-34歳,既婚（子供あり）,リキッドタイプ,インターネット以外の通信販売,シミやくすみを隠してくれたらそれでいい
8002,1,ランコム,カバー力,自然は化粧品じゃない,ない,,,25-29歳,未婚,パウダリータイプ,化粧品専門店,ほんとに崩れないファンデーションがほしい
8003,1,その他,時間が経ってもくすまず、多めに塗っても厚化粧に見えない。,今のところなし。,ある,マキアージュ,コマーシャルを観て好感が持てたため,30-34歳,未婚,パウダリータイプ,インターネット以外の通信販売,とくに無し
8004,1,その他,自然な色が肌にぴったりつく。値段が手ごろ。,化粧崩れする。,ない,,,50-59歳,既婚（子供あり）,パウダリータイプ,ドラッグストア,ファンデーションは色が重要だと思うが、自由に試せない。試供品は少なすぎてよくわからないし、店によっては、試すものがない所もある。コントロールカラーや下地の色との組み合わせで、肌の色も違って見えると思う。もっと自由に自分の肌質、肌色にあったものをゆっくり選びたい。
8005,1,その他,カバー力がある,種類が少ない,ある,その他,きめが細かそうなので,50-59歳,既婚（子供あり）,リキッドタイプ,インターネット以外の通信販売,しみが隠せるぐらいのカバー力がほしい
8006,1,レイシャス,ＣＭが好きだし実際使ってみたらサラサラして付けごこちがいいから。,夕方になると化粧崩れがする。,ない,,,30-34歳,既婚（子供あり）,パウダリータイプ,ドラッグストア,自然で自分の肌の色に合うものが探せない。メーカーがちがうとまた一から合わせなくてはいけないのでそれが大変。
8007,1,コーセー（メーカー）,ケースがかわいいところ,薄づきで、カバー力がない,ある,CHANEL,シャネルは、これを使うと他のは使えないという口コミをいくつか見たから,20-24歳,既婚（子供あり）,パウダリータイプ,ドラッグストア,カバー力があって、くづれにくくて、更に値段も手ごろであればメーカーはどれでもいいと思う
8008,1,クリニーク,敏感肌でもオーケー、きめが細かい、色がかなり白いものまである。,価格が高い,ある,クレ・ド・ポー・ボーテ,ナノ粒子のファンデーションできめ細かい肌になる。,30-34歳,既婚（子供あり）,パウダリータイプ,ブランド専門のインターネット通信販売,最近年齢のせいかファンデーションののりが悪くなった。基本的に薄づきできれいにみえるファンデーションがいい。
8009,1,その他,肌が綺麗に見える。ノリがいい,全くない,ない,,,25-29歳,未婚,パウダリータイプ,化粧品専門店,特にない
8010,1,ルティーナ,肌に合う,もう少ししっとりすると良い,ある,マキアージュ,うすづきな感じがする,30-34歳,既婚（子供なし）,パウダリータイプ,ドラッグストア,感想肌なので保湿成分のあるタイプを試してみたい。しっかりメイクが好きではないので、うすづきでもきれいに見えるものを探している
8011,1,レヴュー,香りかきつくない。　なんとなく自分に合っている。,落とすと、すぐに割れてしまう。,ない,,,30-34歳,既婚（子供あり）,パウダリータイプ,大型スーパー,割れてしまうのが、困る。自分に合う色が、実はよく分からない。
8012,1,その他,カバー力があって、伸びがよい,ない,ある,カバーマーク,カバー力があるファンデだとネットで見たので,25-29歳,既婚（子供あり）,クリームタイプ,大型スーパー,薄づきでシミやニキビ跡をしっかりカバーしてくれるファンデが欲しい
8013,1,ファンケル,無添加無香料なところ,化粧崩れがある,ない,,,30-34歳,未婚,パウダリータイプ,ブランド専門のインターネット通信販売,もっと化粧崩れのないファンデーションが欲しいのとテカらないのがあればもっといい
8014,1,その他,薄づきなのに持ちがよいこと。発色がよいこと。つけた後でも乾燥しないところ。,特にないけれどできればもっと肌に近い色合いのものがあったらいいと思う。,ある,エスト,何となく発色がよいように思ったから。,30-34歳,既婚（子供あり）,リキッドタイプ,インターネット以外の通信販売,質も大事なんだけれど、持っていても何となくかわいいような容器に入っていたらもっといいのにと思う。
8015,1,その他,つきがよく、崩れにくい。,薬局など、身近な場所で販売されていない。,ない,,,25-29歳,既婚（子供あり）,パウダリータイプ,化粧品専門店,普段つかうものなので、安全で、お手ごろな価格のものがあればいいと思う。
8016,1,その他,肌によさそうなところ,少し高いところ。,ある,SK-Ⅱ,前に使っていてよかったから。,30-34歳,既婚（子供なし）,パウダリータイプ,デパート,完璧！と思うものに出会えない。
8017,1,UVホワイト,日焼けしにくいところ,特になし,ない,,,35-39歳,既婚（子供なし）,リキッドタイプ,大型スーパー,もっと自然な感じのものを使ってみたい
8018,1,プラウディア,カバー力がある。しっとりしている。,値段が安くは無い。,ない,,,25-29歳,既婚（子供なし）,リキッドタイプ,ドラッグストア,値段によって品質がだいぶと違うと思うので、安くて質のいいファンデーョンがあったらいいなあと思う。
8019,1,プラウディア,自分の肌質にあっていて、時間がたってもメイクが浮きにくい。,特にないのですが、価格をもう少し下げてくれたらな。と思います。,ある,マキアージュ,同じ資生堂で、自分に合っていると思うし、デザインがシンプルなので好みである。,30-34歳,既婚（子供なし）,パウダリータイプ,化粧品専門店,既製品だと若干、色合いが微妙に違うときがあるので、色のグラデーションの種類がもっとあればなーと思う。
8020,1,セルフィット,載りがいい,特に無い,ない,,,30-34歳,既婚（子供なし）,パウダリータイプ,ドラッグストア,特に無い
8021,1,その他,安くてどこでも買える,のびが少し悪い,ある,その他,安くて結構よさそうだから,25-29歳,既婚（子供あり）,リキッドタイプ,ドラッグストア,肌に負担がないファンデがほしい
8022,1,その他,伸びがいい。,気にいってます。,ない,,,40-49歳,既婚（子供あり）,リキッドタイプ,その他,カバー力、強化してほしいかな。
8023,1,ホワイティア,下地いらず,ない,ない,,,20-24歳,未婚,パウダリータイプ,ドラッグストア,ない
8024,1,その他,付け心地、香り、出しやすさ,価格,ある,その他,ブランドイメージ,30-34歳,既婚（子供あり）,リキッドタイプ,デパート,愛用しているものが廃盤になることがあり、次のファンデーション選びに戸惑う。
8025,1,プラウディア,どこでも買える（ドラックストア、スーパーなど）のと肌にすっとなじむところ。,特にはない。,ない,,,25-29歳,未婚,リキッドタイプ,ドラッグストア,自分はリキッドタイプが好きでよく使ってるが、もっと種類が多かったらと思う。
8026,1,その他,色とリキッドなのだが、伸びがいいところ。,リキッドなので残量が確認しにくい。,ある,マキアージュ,資生堂の新ブランドだから。,20-24歳,未婚,リキッドタイプ,デパート,消耗品なので、全体的にもう少し安価だとありがたい。
8027,1,DHC,肌にやさしい、のびがいい、匂いが少ない、安い。,とくにない,ない,,,60歳以上,既婚（子供なし）,リキッドタイプ,インターネット以外の通信販売,家に居る時はノーメークでいることが多いが、出かけるときに化粧すると、やっぱり、身だしなみとして、元気なうちは、毎日したほうがよいなと感じます。
8028,1,DHC,化粧品くさくない。,特になし,ない,,,40-49歳,既婚（子供あり）,パウダリータイプ,大型スーパー,ファンデーションで肌質コントロールができればいいのに。カバー力がもっとあるといい。カラーコントロールとか。
8029,1,その他,敏感肌用、少量で使用可,なし,ある,RMK,雑誌などでとりあげられているから,25-29歳,既婚（子供なし）,リキッドタイプ,ディスカウント系のインターネット通信販売,微妙な色の種類が増えるといい
8030,1,オルビス,薄めに付くから。汗に強いから。,乾燥しやすい。,ある,その他,友人が使っていて、きれいだったから。,40-49歳,既婚（子供あり）,パウダリータイプ,インターネット以外の通信販売,べったりとわざとらしい仕上がりではなく、薄づきで、透明感のある仕上がりになるものがいいです
8031,1,その他,自然な感じが好き。,特になし。,ない,,,40-49歳,既婚（子供あり）,リキッドタイプ,デパート,息苦しくないもの。それでいて、しみやくすみを目立たなくさせるファンデーションがあればいいなあと思います。
8032,1,レヴュー,自然な透明感が出て、とてもナチュラルに見える。,パッケージのデザイン。,ない,,,20-24歳,未婚,パウダリータイプ,大型スーパー,直ぐに汗で落ちてしまうのでそこがどうにかなればなといつも思う。
8033,1,プラウディア,肌がきれいに見える,なし,ない,,,20-24歳,未婚,パウダリータイプ,大型スーパー,もう少し値段を安くしてほしい
8034,1,ファインフィット,ノリが良く、使用後肌の色が明るく見えるところ。,特にない,ある,その他,試供品で使った時に、いつもと違った良さがあった。,20-24歳,既婚（子供あり）,パウダリータイプ,ドラッグストア,本当に自分にあった色のファンデーションを使用してるのか気になる。
8035,1,その他,カバー力があるところ,なし,ない,,,40-49歳,既婚（子供あり）,パウダリータイプ,インターネット以外の通信販売,しみなどが完全に隠せるものがほしい（安めで）
8036,1,レヴュー,肌に合う,特になし,ない,,,35-39歳,未婚,リキッドタイプ,ドラッグストア,各メーカー共通の色にしてもらえたら、他のメーカーの商品も試しに買うかもしれない
8037,1,その他,鉱物などの添加物がないこと,色の種類が少ない落ちやすい,ない,,,35-39歳,既婚（子供あり）,パウダリータイプ,化粧品専門店,季節、年齢によって肌の色が変化してきますが、自分が決めるより専門のかたに正直にアドバイスしてもらいたい。
8038,1,RMK,厚づきでなく、自然に見える。ツヤっぽく見える。,くずれやすい。カバー力があまりない。,ある,その他,「粒子が細かいほど良い」とされてきた常識をくつがえし「粒子が粗いほど綺麗にみえる」というのが売りらしく、非常に興味があるから,25-29歳,未婚,リキッドタイプ,デパート,つけている方が肌にいい、美白美容液のようなファンデーションが欲しい。
8039,1,その他,仕上がりが綺麗ケースが可愛い紫外線対策も出来る所資生堂の商品であること,値段がやや高め,ある,クリニーク,リキッドタイプに挑戦してみたい周囲の評判が良いから,30-34歳,既婚（子供あり）,パウダリータイプ,ドラッグストア,最近はもう通販コスメの安いやつてでも良いか…と思い始めてます。
8040,1,ファンケル,無添加で肌にやさしく。通信販売なので購入がしやすい,色の数が少ないように思う,ある,その他,雑誌やTVなどでのCMをみて。自分の悩みが毛穴がめだつところなので、それが消えるということなら使ってみたいと思った,35-39歳,既婚（子供なし）,パウダリータイプ,インターネット以外の通信販売,自分の肌の色にあっていて自然な感じに仕上がるのがいいと思います。私の年齢だとシワも目立つのであまり厚くぬる事はできないし（笑）かといって毛穴やシミが消えないのもこまりますね。厚塗りにみえなくてカバーしてくれるファンでがあったら最高！！
8041,1,ホワイティア,安い,白浮きする。粉っぽい。,ある,その他,使ったことがないから。,40-49歳,未婚,パウダリータイプ,食品スーパー,朝つけたら、１日中、朝の状態のままキープできるファンデーション。
8042,1,メディア,自分の肌の色に良く合う。価格が手ごろ。,コンパクトケースのデザインが古い印象。,ある,プラウディア,友人の評判が良いから。,30-34歳,既婚（子供あり）,パウダリータイプ,大型スーパー,残り少なくなっても割れにくいものを作って欲しい。
8043,1,プラウディア,においがない,とくにない,ない,,,40-49歳,既婚（子供あり）,パウダリータイプ,大型スーパー,毎日使ううちににおいが臭くなってくる
8044,1,その他,特になし,特になし,ない,,,35-39歳,既婚（子供なし）,パウダリータイプ,その他,落ちにくくものがいい
8045,1,ドクターシーラボ,伸びが良い、厚塗りにならない,少し値段が高い,ない,,,40-49歳,未婚,リキッドタイプ,化粧品専門店,特に無い
8046,1,DHC,慣れているので、まあいいか、という感じで使っている。伸びも落ち着きもいい。,ちょっと高い。マンネリ。香りが実は好きではないかもしれない。,ない,,,25-29歳,未婚,リキッドタイプ,ブランド専門のインターネット通信販売,日々肌の調子が変わるので、ひとつのファンデーションで貫く（やむをえず）のは限度があるなと思う。毎日いつでもしっくりくるファンデーションがあればいい。私の場合は水分の量からして多い少ないを感じるので。
8047,1,レヴュー,くすみが消え肌色が良くなり崩れにくいから,特になし,ない,,,30-34歳,既婚（子供あり）,リキッドタイプ,化粧品専門店,脂浮きする部分はカバー力、乾燥する部分は保湿力と一つのファンデでできたら最高だと思う
8048,1,プラウディア,使いやすいところ,カバー力がイマイチ,ない,,,40-49歳,未婚,リキッドタイプ,ドラッグストア,自分にあった物が見つけられない
8049,1,オルビス,粉が細かくて肌にのりやすいニキビによいといわれているので使っている,特にない,ない,,,30-34歳,既婚（子供なし）,パウダリータイプ,ブランド専門のインターネット通信販売,リキッドファンデーションも使ってみたいと思うが、ニキビ肌にはよくないといわれて使えないのが残念。
8050,1,DHC,カバー力があること,色の種類が少ない,ある,その他,仕上がりがとてもいいと評判らしいので,35-39歳,既婚（子供あり）,パウダリータイプ,ブランド専門のインターネット通信販売,パウダータイプは使い終わりに近くなると端っこに残っているのに使えなくて、いつも何とかならないものかなあと思う
8051,1,化粧惑星,安い。なかなかのカバー力。,化粧崩れしやすい。,ある,その他,使い心地が良さそだから。,20-24歳,既婚（子供あり）,パウダリータイプ,コンビニエンスストア,白っぽくなりがちなものが多い。塗ってみると白くなってしまうことがあります。本当に日本人の肌の色に合わせているのかなって思ったりもします。黄みがもっとあっても良いのではと感じます。
8052,1,その他,敏感肌なので肌に優しい,特にない,ない,,,25-29歳,既婚（子供なし）,パウダリータイプ,ディスカウント系のインターネット通信販売,くずれにくいのが理想
8053,1,花王ソフィーナ（メーカー),肌がきれいに見せられる,ない,ない,,,20-24歳,未婚,パウダリータイプ,ドラッグストア,肌をきれいに見せられるので、便利なものだと思う。
8054,1,メディア,肌の色によくなじむ,ケースの色が地味,ある,プラウディア,テレビＣＭで見て、よさそうなので,40-49歳,既婚（子供あり）,パウダリータイプ,ドラッグストア,ベージュ系の色を充実させてほしい
8055,1,その他,ナノテクで自然な感じがメークをしていないように見える。でもしみとか気になるところは隠してくれる。,この夏は暑くて汗を沢山かいたので毛穴が塞がれる気がして不愉快だった。,ない,,,50-59歳,既婚（子供あり）,リキッドタイプ,バラエティショップ,今使っている「ナノーチェ」はナチュラル感が気にいっている。このまましばらくは使い続けてみたい。
8056,1,その他,つけた感じがなじんでるように思う。使いやすいし、手ごろな価格。,今はない,ない,,,25-29歳,既婚（子供あり）,パウダリータイプ,ドラッグストア,種類が多すぎて選ぶのが大変
8057,1,その他,肌荒れがしにくい,特になし,ない,,,25-29歳,未婚,パウダリータイプ,インターネット以外の通信販売,時間がたつと、べたべたとしてくるものもあるみたいです。長時間さらさらで過ごせるものができたらいいなぁ。
8058,1,ファンケル,肌に合っている,店の数が少ない,ない,,,30-34歳,未婚,リキッドタイプ,デパート,普段あまり化粧をしないので、少量のものを販売して欲しい
8059,1,その他,オールシーズン使えるので便利。,まぁまぁの付け心地なので大体に満足。キライなところはなし,ない,,,20-24歳,未婚,パウダリータイプ,ドラッグストア,付けてる感じがあまり無いファンデーションが好きです。
8060,1,セザンヌ,評判がいいつけ心地がいい,ない,ない,,,20-24歳,未婚,パウダリータイプ,ドラッグストア,自然にキレイになれたらいい
8061,1,プラウディア,肌が弱いのですが、このファンデーションは私によく合います。付け心地も不快感がないです。今で五年くらい使ってます。,汗に弱いような気がします。,ある,マキアージュ,資生堂が力を入れている新商品なので気になる,30-34歳,既婚（子供あり）,パウダリータイプ,ドラッグストア,付け心地が軽いのが一番ですが、汗にもっと強いと良いです。
8062,1,プラウディア,匂いがあまりない,わからない,ない,,,25-29歳,未婚,パウダリータイプ,ドラッグストア,わからない
8063,1,オルビス,微妙な色合いが自分の肌色にぴったりでした。,少々崩れやすいところ,ない,,,30-34歳,既婚（子供なし）,その他,ブランド専門のインターネット通信販売,パッケージが簡易包装なので、その分割安なのがうれしい。
8064,1,プラウディア,ケースの形,粉っぽくなる,ない,,,19歳以下,未婚,パウダリータイプ,化粧品専門店,匂いが鼻につく。無香料のタイプがほしい。
8065,1,プラウディア,顔への伸び具合が好き。ケースも可愛い♪,スポンジ,ある,レイシャス,CMを見ていて魅かれたから,20-24歳,未婚,パウダリータイプ,ドラッグストア,肌に悪そう。。。
8066,1,ルティーナ,色が肌に合う,着き、伸びが悪い,ない,,,30-34歳,未婚,パウダリータイプ,大型スーパー,もっと画期的な着き方、着け方が出来る物への進化は無い？エアスルーみたいな…
8067,1,その他,値段がお安い割には品質も高く、ウォータープルーフにもなっている為崩れも少ない。,透明感にはどうしても欠ける。色味が少ない。,ある,SK-Ⅱ,クチコミでも潤いが保たれ、とても綺麗な仕上がりになると評判が良いので。,40-49歳,既婚（子供なし）,リキッドタイプ,ドラッグストア,年齢が高くなり、くすみが気になるのでカバー力があるのに透明感が保たれるようなファンデが欲しいのだが合い反する条件なのでなかなか気に入ったものに出会いません
8068,1,プラウディア,透明感,肌に合う色の選択が難しい,ある,その他,CMを見て,30-34歳,未婚,パウダリータイプ,ドラッグストア,選択の基準が難しい
8069,1,レヴュー,自分の肌に合っている感じがする。,特にない。,ある,プラウディア,ＣＭで見て女優さんがキレイだったから。,20-24歳,未婚,パウダリータイプ,大型スーパー,夏は汗かくので、ファンデーションが苦手です。制汗性のがあればいいと思う。
